DEPT,ECGR,RD,TNPH,RHOB,DTCO,DTSM
5023,21.84930039,417.8658142,0.106981002,2.449500084,65.28430176,101.3651962
5023.5,19.29990006,414.5914002,0.110841997,2.447900057,66.20549774,102.9328003
5024,24.45630074,377.3631897,0.109924004,2.445499897,66.55709839,101.3945999
5024.5,27.98489952,232.5238037,0.094402999,2.458499908,66.45639801,101.9674988
5025,24.60740089,342.3077087,0.076062001,2.361599922,68.51010132,105.8865967
5025.5,17.83799934,282.5905151,0.106732994,2.38560009,68.53910065,109.4644013
5026,21.22990036,450.4500122,0.122922003,2.379100084,68.69049835,109.3603973
5026.5,16.7595005,460.6148987,0.117172003,2.386300087,68.97940064,108.066391
5027,28.94989967,630.1323853,0.116985999,2.414900065,68.62030029,107.5373993
5027.5,24.64459992,568.1508179,0.112517998,2.392499924,69.53839874,109.0783005
5028,18.33499908,537.7575073,0.096629001,2.350600004,70.66719818,109.9216003
5028.5,19.63619995,640.2775879,0.126093,2.361299992,70.31729889,109.4320984
5029,25.06349945,592.6480103,0.123753004,2.470200062,66.06079865,101.8297043
5029.5,32.44120026,257.4960938,0.125226006,2.404599905,67.27010346,104.7289963
5030,15.44019985,161.8641968,0.129547998,2.383899927,68.7723999,106.8687973
5030.5,29.8621006,255.441803,0.113978006,2.432800055,66.73120117,103.7266922
5031,38.59989929,158.128006,0.137951002,2.425100088,68.31590271,106.474205
5031.5,23.42040062,95.31210327,0.118976004,2.42930007,66.57260132,103.6595001
5032,24.55220032,217.5142975,0.089406997,2.510900021,63.24509811,94.48060608
5032.5,75.61650085,230.5962067,0.133879006,2.574100018,63.88619995,99.35050201
5033,86.84159851,37.07260132,0.135119006,2.542099953,66.34259796,104.3170013
5033.5,51.53129959,59.74520111,0.131959006,2.539900065,65.25689697,100.4228973
5034,54.01089859,89.3003006,0.115245998,2.533400059,63.01200104,99.90499878
5034.5,48.80559921,87.11370087,0.120701,2.551100016,63.50900269,99.30079651
5035,83.90850067,81.26480103,0.142603993,2.620399952,61.44620132,97.54270172
5035.5,47.61660004,35.89400101,0.124086998,2.5079,62.81510162,101.0726013
5036,62.88660049,47.51259995,0.123549007,2.511699915,66.85209656,106.2820969
5036.5,28.45009995,52.24169922,0.114589006,2.5072999,63.67570114,98.97290039
5037,20.4776001,117.2126007,0.105628006,2.502799988,64.8219986,96.67829895
5037.5,49.69729996,259.6534119,0.091862001,2.551000118,62.92070007,95.32180023
5038,45.63439941,76.71929932,0.103817999,2.514699936,65.66570282,98.41560364
5038.5,44.38980103,55.96170044,0.133683011,2.515700102,61.66149902,100.6243973
5039,46.38050079,90.0739975,0.121059001,2.53730011,65.09750366,110.8880005
5039.5,41.72819901,47.03269959,0.134404004,2.535300016,64.68280029,107.3585968
5040,48.32040024,69.39649963,0.111279003,2.531300068,67.52899933,107.1106033
5040.5,59.73139954,39.90299988,0.127038002,2.542599917,63.31950378,101.7449036
5041,47.55580139,35.08850098,0.132741004,2.530999899,63.20269775,100.7360992
5041.5,69.33820343,33.96730042,0.115664996,2.576999903,62.75189972,102.013298
5042,73.88150024,37.25329971,0.119125992,2.544300079,64.292099,105.2220993
5042.5,62.31710053,31.43309975,0.122844003,2.559499979,63.66200256,97.85099793
5043,81.05970001,16.23060036,0.128036007,2.60800004,60.25479889,94.06279755
5043.5,29.86930084,15.30360031,0.096225001,2.608599901,60.91949844,93.94960022
5044,33.8470993,76.85790253,0.096554004,2.545099735,56.04520035,85.57070923
5044.5,45.21910095,128.378006,0.114479996,2.58739996,63.95069885,105.2197037
5045,53.48289871,64.44719696,0.117192,2.487600088,57.3266983,91.07659912
5045.5,63.11470032,50.95550156,0.119217999,2.499000073,61.41090012,95.17880249
5046,38.04059982,42.10990143,0.097600006,2.463399887,62.26800156,94.56270599
5046.5,49.27299881,39.91059876,0.109947994,2.495399952,58.82820129,90.84629822
5047,67.9265976,40.61019898,0.102086,2.535200119,51.70600128,83.26140595
5047.5,45.79660034,42.81060028,0.113311999,2.524399996,70.66660309,115.6679001
5048,26.97669983,53.41419983,0.099062003,2.35529995,72.22799683,111.1634979
5048.5,57.76399994,109.2873993,0.117454007,2.405699968,62.21469879,97.4743042
5049,63.11119843,34.11190033,0.12958999,2.569900036,62.38219833,97.09880066
5049.5,54.19580078,45.19229889,0.108486004,2.597300053,62.4618988,99.74949646
5050,55.96979904,50.90420151,0.103397995,2.629899979,60.76490021,96.72480011
5050.5,31.53000069,49.25149918,0.104715005,2.644799948,57.94229889,91.96050263
5051,35.68180084,69.32289887,0.085036002,2.548599958,61.35309982,97.58560181
5051.5,37.55319977,134.0258026,0.106231004,2.621500015,62.66210175,102.4654999
5052,72.69830322,61.44269943,0.154188991,2.653100014,61.1785965,98.5667038
5052.5,31.84490013,26.85350037,0.108697996,2.59100008,61.5257988,98.16490173
5053,34.3451004,66.94010162,0.103202,2.551700115,62.44350052,99.59629822
5053.5,31.80890083,116.4054031,0.111681998,2.592499971,61.95199966,99.3184967
5054,43.98529816,74.00350189,0.119272001,2.628700018,61.27679825,99.40910339
5054.5,58.29109955,56.20560074,0.12524201,2.653800011,60.38169861,97.91609192
5055,75.5094986,39.3504982,0.118197002,2.651200056,63.95869827,106.8580017
5055.5,94.08719635,28.87450028,0.171473995,2.631200314,64.53710175,108.4788971
5056,66.13819885,12.77130032,0.194526002,2.606800079,62.68889999,103.9149017
5056.5,76.67099762,19.52470017,0.158220992,2.624500036,65.3309021,106.9683991
5057,69.84459686,15.24499989,0.164731011,2.666199923,60.63230133,100.6696014
5057.5,56.66410065,22.64220047,0.155164003,2.690700054,57.41989899,93.03489685
5058,40.04729843,26.37649918,0.108447999,2.699199915,56.86349869,89.99770355
5058.5,42.72280121,48.14229965,0.10193,2.665600061,56.87919998,87.91290283
5059,30.81749916,60.43590164,0.100621998,2.541599989,63.80609894,104.7740097
5059.5,33.94240189,75.07920075,0.103616998,2.5473001,64.43669891,102.5218964
5060,29.37479973,49.17959976,0.120579995,2.546700001,64.52010346,103.9483109
5060.5,33.37039948,56.39860153,0.117944002,2.534100056,63.29790115,104.9124985
5061,43.69350052,55.06740189,0.114321001,2.573299885,61.8594017,104.379097
5061.5,53.46369934,46.2969017,0.123752005,2.611599922,62.88359833,106.0849991
5062,111.864502,24.6201992,0.126364008,2.677700043,74.23670197,140.2106018
5062.5,110.7987976,9.605099678,0.171082005,2.643199921,74.42539978,137.6246033
5063,113.7277985,6.543000221,0.229472011,2.653000116,76.70159912,143.8672943
5063.5,94.22579956,5.788499832,0.293094009,2.671099901,77.20800018,143.5549011
5064,84.43720245,5.256800175,0.312182993,2.694400072,72.31569672,128.3444977
5064.5,97.30380249,7.560299873,0.273858994,2.709899902,72.18699646,125.9227982
5065,84.91970062,7.72840023,0.236145005,2.749799967,63.69120026,110.4160004
5065.5,72.31680298,13.86250019,0.223568007,2.692399979,63.27700043,110.5755997
5066,94.08719635,15.25279999,0.188198999,2.701600075,67.1364975,116.4496994
5066.5,89.5413971,9.256099701,0.199046001,2.687000036,68.24810028,119.6905899
5067,83.47219849,10.55490017,0.236814991,2.674799919,66.46109772,115.5054016
5067.5,91.90869904,13.58720017,0.227577984,2.734600067,67.86859894,117.7276001
5068,81.19840241,11.00150013,0.222949013,2.709399939,67.06400299,116.4439926
5068.5,92.23059845,13.98390007,0.205881,2.694999933,67.53099823,119.4626999
5069,89.21019745,10.76049995,0.211071,2.694200039,70.0074997,126.9536972
5069.5,103.7370987,9.442899704,0.206164002,2.691900015,68.77459717,122.8546982
5070,93.64219666,10.25969982,0.238499999,2.691499949,68.55529785,122.9357987
5070.5,67.44409943,10.52490044,0.249270007,2.709399939,69.51280212,126.2031937
5071,76.7039032,8.481599808,0.227460995,2.735500097,67.88860321,120.3695908
5071.5,73.82219696,10.21819973,0.226650998,2.686399937,68.50469971,121.748703
5072,88.13159943,9.824500084,0.218759999,2.705499888,70.59829712,127.1933975
5072.5,110.0999985,8.574799538,0.218061999,2.696399927,69.61930084,126.6791992
5073,90.31099701,7.993400097,0.249372006,2.704099894,70.53549957,127.2522049
5073.5,96.50589752,8.068300247,0.248320013,2.694700003,72.68489838,133.0792999
5074,100.4493027,7.197000027,0.255569011,2.675600052,78.47409821,144.3811951
5074.5,90.88089752,4.720600128,0.262816995,2.656500101,76.88059998,141.5733032
5075,86.18489838,5.481400013,0.289782018,2.664200068,61.83729935,104.6932983
5075.5,47.03630066,31.26749992,0.226963997,2.672699928,56.40909958,93.39630127
5076,47.50479889,67.85479736,0.091805004,2.695899963,57.18909836,95.23880005
5076.5,59.46929932,49.68059921,0.078906,2.687299967,58.37459946,96.47689819
5077,42.04769898,37.40039825,0.092082001,2.672600031,56.79779816,94.80090332
5077.5,50.93880081,45.18379974,0.098012999,2.680999994,57.45429993,96.43199921
5078,61.08029938,42.55989838,0.089083999,2.695199966,57.58159638,96.51619721
5078.5,56.1507988,37.54850006,0.094835997,2.676300049,59.28489685,100.4195023
5079,61.27730179,23.09939957,0.107637994,2.67020011,60.64170075,102.8432007
5079.5,63.12670136,23.08200073,0.130300999,2.680000067,61.08160019,104.0643997
5080,64.70600128,20.03140068,0.138570994,2.673700094,60.58480072,100.6939011
5080.5,68.89199829,24.09589958,0.130415008,2.637500048,63.08330154,108.177002
5081,65.45980072,12.91030026,0.150291011,2.674299955,64.4394989,109.4964981
5081.5,74.98760223,12.96370029,0.171745002,2.691200018,66.061203,113.4487
5082,68.33159638,13.21080017,0.179362997,2.677299976,62.87129974,106.906601
5082.5,84.36499786,19.95289993,0.166956008,2.680399895,62.98839569,107.1968002
5083,67.76069641,14.06359959,0.128488004,2.656100035,59.10960007,100.7749023
5083.5,85.55729675,30.01759911,0.153678998,2.674799919,60.9353981,103.8272018
5084,92.65319824,13.85439968,0.111873001,2.691499949,67.77310181,120.1689987
5084.5,79.19750214,8.538700104,0.137250006,2.678499937,70.03749847,125.5849991
5085,70.63169861,8.531100273,0.195933998,2.662400007,60.49530029,100.8364029
5085.5,61.43170166,29.62919998,0.184156001,2.672800064,56.98560333,94.62940216
5086,90.1434021,39.81370163,0.174071997,2.686800003,57.85960007,95.18930054
5086.5,104.2238998,26.29759979,0.243155003,2.668100119,63.16120148,107.3936997
5087,85.52059937,15.39290047,0.25297299,2.676100016,66.85990143,116.0886993
5087.5,90.89179993,10.52950001,0.241632998,2.732399941,66.44879913,113.6572037
5088,80.48560333,11.76340008,0.122524001,2.756299973,62.98839569,108.5475082
5088.5,96.09580231,13.66300011,0.219698012,2.704299688,70.32129669,125.7658997
5089,79.75409699,7.362100124,0.240484998,2.696500063,72.8125,132.4467926
5089.5,43.98910141,7.255199909,0.215939,2.668100119,67.65930176,123.8535996
5090,50.9858017,8.081100464,0.216751993,2.702199936,56.88489914,105.2337036
5090.5,86.72319794,36.43799973,0.289183021,2.667200089,63.85390091,113.066597
